"","TOTAL_READS","PF_READS_ALIGNED","PF_HQ_ALIGNED_READS","PCT_CHIMERAS","CODING_BASES","MEDIAN_CV_COVERAGE","MEDIAN_5PRIME_BIAS","MEDIAN_3PRIME_BIAS","MEDIAN_5PRIME_TO_3PRIME_BIAS","AT_Dropout","GC_Dropout","Read_Pair_Duplicates","Read_Pair_Optical_Duplicates"
"MSSM_RNA_PFC_63",86617442,86617442,83475770,0.017791,992195183,0.430709,0.578951,0.800867,0.720989,14.461812,0.683116,4569835,3634625
"MSSM_RNA_PFC_64",77190663,77190663,75079502,0.015014,1184549589,0.488599,0.464713,0.770987,0.637631,4.09039,2.243065,7269647,2534902
"MSSM_RNA_PFC_65",79805628,79805628,77712762,0.015176,1025415143,0.488822,0.49165,0.787543,0.618131,4.110054,3.685747,5936017,2140250
"MSSM_RNA_PFC_66",76794871,76794871,74399056,0.012685,949483857,0.372488,0.54725,0.896361,0.619137,16.935227,2.814178,8587804,6762858
"MSSM_RNA_PFC_67",64886150,64886150,62975881,0.016191,528539921,0.507142,0.344589,0.810462,0.434528,5.218669,3.925606,4084929,2217812
"MSSM_RNA_PFC_68",94529524,94529524,91602490,0.015635,1238892953,0.45509,0.462007,0.81274,0.605258,9.007903,0.756042,3743331,2577184
"MSSM_RNA_PFC_69",83893584,83893584,82147130,0.015887,816416939,0.529319,0.375046,0.762113,0.533925,4.599019,5.66869,3520465,1071228
"MSSM_RNA_PFC_6",58878229,58878229,57281543,0.018585,590254278,0.388635,0.58376,0.905325,0.6349,7.636844,2.420722,3034222,2251001
"MSSM_RNA_PFC_79",72087131,72087131,70455983,0.012535,716460663,0.519931,0.356931,0.782446,0.534742,5.66094,6.741341,3753379,1338279
"MSSM_RNA_PFC_7",113322040,113322040,110597063,0.017562,982678692,0.42663,0.475122,0.815191,0.566685,5.167722,2.633404,9218870,3724494
"MSSM_RNA_PFC_80",59893108,59893108,57536024,0.015254,480187428,0.548147,0.309039,0.755062,0.389636,6.416422,4.142347,2275478,1110631
"MSSM_RNA_PFC_81",52508502,52508502,51149890,0.014463,420003707,0.530278,0.401071,0.789983,0.545515,3.459842,3.203718,2104701,816120
"MSSM_RNA_PFC_82",86361685,86361685,83929133,0.01564,617834683,0.458968,0.469777,0.770886,0.610991,10.561162,1.406133,5494825,3771172
"MSSM_RNA_PFC_83",68458350,68458350,66599750,0.015119,933287284,0.546394,0.385153,0.768733,0.536282,4.351348,3.15036,13509320,6154862
"MSSM_RNA_PFC_84",82583268,82583268,79820651,0.014595,1148793044,0.463637,0.482648,0.778121,0.661359,4.976101,2.437168,3102000,1766567
"MSSM_RNA_PFC_86",89997202,89997202,86146852,0.014903,1190555233,0.378728,0.667683,0.858992,0.776394,20.070505,1.299535,8767528,7303482
"MSSM_RNA_PFC_87",103935936,103935936,100080701,0.024001,541146039,0.547284,0.460025,0.738964,0.662636,4.292269,2.253209,15684260,6085701
"MSSM_RNA_PFC_89",114739361,114739361,109679000,0.014558,1099701265,0.409319,0.53596,0.840523,0.644508,15.54769,1.813149,9792793,7222302
"MSSM_RNA_PFC_8",68637164,68637164,66870468,0.016138,875555534,0.407521,0.567834,0.822182,0.703716,4.316507,2.545787,3788308,1470933
"MSSM_RNA_PFC_91",71330115,71330115,69177293,0.016009,681586788,0.476237,0.434264,0.842443,0.541965,7.352345,3.697018,9206607,4698852
"MSSM_RNA_PFC_92",145852172,145852172,141762810,0.017866,1066753429,0.430986,0.517823,0.912874,0.599566,7.763006,3.652591,14911998,9007928
"MSSM_RNA_PFC_95",78304775,78304775,75993208,0.0145,829740432,0.49908,0.439728,0.786176,0.620278,4.081377,3.903607,3712513,1750687
"MSSM_RNA_PFC_96",68804229,68804229,67094877,0.014772,727356617,0.530442,0.416787,0.721047,0.602348,3.221269,2.571463,6084241,2033428
"MSSM_RNA_PFC_97",73177080,73177080,71633286,0.014166,807209611,0.46737,0.42514,1.068622,0.375924,4.452549,3.805028,5490386,2007577
"MSSM_RNA_PFC_98",77616447,77616447,75019533,0.015747,917577733,0.426137,0.554113,0.844571,0.663768,7.753348,2.669102,3958469,2872961
"MSSM_RNA_PFC_99",75891629,75891629,74112859,0.016765,511687483,0.526305,0.270241,0.858921,0.322764,4.427181,5.339632,14216587,5936006
"MSSM_RNA_PFC_9",90265116,90265116,87421313,0.014139,1733217915,0.372348,0.690003,0.875163,0.771301,13.717813,0.451484,4860269,3094154
"PENN_RNA_PFC_100",91957462,91957462,89360497,0.014488,1232286739,0.407158,0.524559,0.880027,0.594329,6.898412,3.32052,5362672,4021202
"PENN_RNA_PFC_101",61852138,61852138,59519940,0.014712,912482439,0.439545,0.582409,0.924846,0.597869,13.071251,2.386234,5728850,4033027
"PENN_RNA_PFC_103",71761413,71761413,69802402,0.019809,558060362,0.441497,0.438378,0.893863,0.50749,5.023329,5.015177,2967603,2029502
"PENN_RNA_PFC_104",113391966,113391966,109544011,0.01461,1774587478,0.396756,0.634747,0.855918,0.747524,11.705926,1.691818,8227349,6164290
"PENN_RNA_PFC_105",56665889,56665889,54846791,0.014437,543589703,0.614095,0.360153,0.710313,0.492843,6.598095,8.093421,3371908,1346054
"PENN_RNA_PFC_106",87275878,87275878,84746538,0.015682,817973464,0.466677,0.515573,0.797407,0.639805,6.504693,4.377682,5645542,3859855
"PENN_RNA_PFC_107",53107014,53107014,51863476,0.020572,119364991,0.520406,0.403834,0.840273,0.484291,6.482882,7.952055,2753860,829842
"PENN_RNA_PFC_108",85751450,85751450,81338786,0.010732,1604920082,0.44577,0.580859,0.782835,0.730072,13.765701,2.983945,7669936,5618686
"PENN_RNA_PFC_109",64762969,64762969,61116947,0.012013,977645316,0.530409,0.490158,0.755624,0.644813,8.092983,6.039276,5648145,3089523
"PENN_RNA_PFC_10",97527322,97527322,94561371,0.014427,1586732747,0.476639,0.601365,0.818954,0.734792,5.946409,2.788456,13129936,5945986
"PENN_RNA_PFC_11",78552864,78552864,74913971,0.01484,1448011656,0.404333,0.712019,0.845402,0.8266,17.550961,1.902281,7306150,5761995
"PENN_RNA_PFC_12",95051790,95051790,91533173,0.014561,1470504483,0.439202,0.542171,0.787379,0.684793,8.125699,2.659751,5089801,3570787
"PENN_RNA_PFC_14",91856897,91856897,88494772,0.017137,1031447950,0.458155,0.539193,0.796723,0.68138,13.813441,2.116313,7202913,5986769
"PENN_RNA_PFC_16",87514803,87514803,84740691,0.012365,1443721259,0.470836,0.463552,0.79131,0.604488,5.17988,5.230047,5343983,2596847
"PENN_RNA_PFC_17",73129398,73129398,70146395,0.017825,902383362,0.364367,0.704514,0.887742,0.791707,19.183733,2.129312,7431003,6179036
"PENN_RNA_PFC_18",82141018,82141018,80236715,0.013393,1070923537,0.407344,0.563426,0.845254,0.67962,4.645581,1.802092,3122377,1315494
"PENN_RNA_PFC_19",106860479,106860479,103630766,0.016907,859829828,0.460209,0.492114,0.831286,0.631914,7.348425,4.152556,8361865,6143009
"PENN_RNA_PFC_1",79438703,79438703,76808781,0.013677,890665576,0.570114,0.341512,0.718889,0.49955,5.503325,6.324131,6479702,2666316
"PENN_RNA_PFC_20",59718097,59718097,58232114,0.019037,471361621,0.430281,0.439156,0.898073,0.491361,5.311021,4.77848,2502060,1749552
"PENN_RNA_PFC_21",66987351,66987351,65292255,0.015816,764867962,0.456671,0.478164,1.03405,0.467182,5.459729,2.72123,3410454,2108357
"PENN_RNA_PFC_22",72942048,72942048,71156944,0.01742,644013524,0.492304,0.366127,0.85136,0.411139,5.426002,5.10311,5766183,2763263
"PENN_RNA_PFC_23",83309163,83309163,81220030,0.016937,776423283,0.447513,0.474841,0.865402,0.569156,5.503058,4.287377,5348741,3515192
"PENN_RNA_PFC_24",59213547,59213547,57481754,0.016378,867522256,0.41483,0.650391,0.827316,0.76937,6.305358,2.464753,3861481,1880039
"PENN_RNA_PFC_25",72689788,72689788,70979420,0.013329,668588279,0.508775,0.389833,0.749825,0.525063,4.260406,6.356298,2536816,912179
"PENN_RNA_PFC_26",136204336,136204336,131033947,0.014559,2058251066,0.60797,0.410027,0.720692,0.564777,4.73628,4.869303,16403916,6685111
"PENN_RNA_PFC_27",101770096,101770096,98570903,0.014846,976013986,0.467124,0.395995,0.857574,0.481728,7.487738,4.483624,7016799,5282291
"PENN_RNA_PFC_28",90902910,90902910,88084851,0.015329,1081112795,0.425752,0.474572,0.851435,0.573354,6.649284,2.351051,4263349,3061675
"PENN_RNA_PFC_2",79649146,79649146,74115398,0.014211,1505600967,0.451582,0.549157,0.778714,0.723985,14.818876,2.956923,6695765,4903536
"PENN_RNA_PFC_31",82172552,82172552,79336103,0.019419,548120522,0.459511,0.410973,0.795814,0.516137,4.054888,4.705983,3458388,1938840
"PENN_RNA_PFC_32",97722435,97722435,93417686,0.012625,1664177523,0.409301,0.629815,0.825648,0.784064,12.658052,1.945943,7095092,4366016
"PENN_RNA_PFC_33",86186942,86186942,83650072,0.016071,1249323253,0.410604,0.535341,0.871867,0.649197,6.236243,2.294827,3994405,2568179
"PENN_RNA_PFC_34",59742813,59742813,57999326,0.014983,580791005,0.480913,0.34468,0.869413,0.392439,7.514563,6.928501,2259693,1361068
"PENN_RNA_PFC_35",77745033,77745033,75544144,0.01862,688716204,0.499947,0.454627,0.759004,0.595499,4.777571,3.529011,3639041,1792465
"PENN_RNA_PFC_37",82371644,82371644,79347067,0.016227,1198395626,0.404497,0.569521,0.87057,0.663244,10.830728,3.049481,5910375,4534134
"PENN_RNA_PFC_38",87774152,87774152,84613526,0.01504,804994462,0.47062,0.449482,0.760419,0.617998,4.872259,3.082405,5794972,3365568
"PENN_RNA_PFC_39",82752267,82752267,80504774,0.017474,590008929,0.507822,0.425989,0.767177,0.585896,4.73103,4.504141,5539886,2989097
"PENN_RNA_PFC_3",92728189,92728189,88296142,0.012857,1051233072,0.4674,0.422457,0.892725,0.511243,13.734528,4.900728,9192661,7515320
"PENN_RNA_PFC_40",88504804,88504804,84692701,0.014815,1001181515,0.414551,0.581621,0.867917,0.667069,15.159993,4.060502,9556423,8035015
"PENN_RNA_PFC_41",57353698,57353698,55272788,0.016862,339743678,0.539495,0.332918,0.765258,0.450948,5.753846,6.25495,1987188,1084866
"PENN_RNA_PFC_42",79220700,79220700,76407639,0.015336,973184111,0.426853,0.557353,0.829028,0.690503,10.648632,2.621853,4984704,4094594
"PENN_RNA_PFC_43",80478161,80478161,77215520,0.013628,1116036114,0.408862,0.608434,0.900569,0.674403,17.378342,2.829711,8195013,6766193
"PENN_RNA_PFC_44",81072974,81072974,78727636,0.01624,792919616,0.505733,0.461033,0.768637,0.585344,5.377308,5.001714,4777699,2821836
"PENN_RNA_PFC_45",86848425,86848425,84078683,0.013261,1059325975,0.402543,0.578207,0.883067,0.682347,12.832528,2.648644,7171250,5819022
"PENN_RNA_PFC_46",121959637,121959637,117661414,0.011072,1708188583,0.516308,0.429689,0.775159,0.551438,5.06173,5.242027,7637415,3397440
"PENN_RNA_PFC_47",78935915,78935915,75984071,0.016305,1036532090,0.442647,0.483744,0.827034,0.590042,9.267423,2.040183,4101037,3155108
"PENN_RNA_PFC_48",63416395,63416395,62044827,0.015942,633930377,0.443086,0.443143,0.76355,0.592782,4.107971,3.430013,2676022,1165543
"PENN_RNA_PFC_49",55434140,55434140,53854872,0.016387,449285022,0.442812,0.419662,0.892948,0.489725,7.449931,5.046348,3655213,2742792
"PENN_RNA_PFC_4",85186172,85186172,82022067,0.011886,1287398684,0.510539,0.432649,0.752264,0.568493,7.719676,6.479863,8301864,3900962
"PENN_RNA_PFC_50",72248221,72248221,69503483,0.011864,821510050,0.475051,0.438917,0.809785,0.525622,7.201504,6.299558,4681711,2379258
"PENN_RNA_PFC_51",73927528,73927528,71796796,0.012061,835851814,0.429467,0.443733,0.792117,0.572212,5.967613,5.077759,4685666,2112025
"PENN_RNA_PFC_52",72085616,72085616,70300485,0.012528,658954842,0.568759,0.320015,0.746593,0.446406,6.007186,7.799998,4408380,1696786
"PENN_RNA_PFC_53",64082428,64082428,62325108,0.011268,1020194817,0.526303,0.363383,0.762962,0.494747,6.551001,6.305679,4004417,1547427
"PENN_RNA_PFC_54",76951000,76951000,74659870,0.016689,723947950,0.488008,0.432449,0.758702,0.560689,7.488132,1.350179,3006756,2340856
"PENN_RNA_PFC_55",94119847,94119847,90072844,0.014623,855520057,0.466284,0.568752,0.861253,0.684454,14.935567,4.538828,10705187,9343049
"PENN_RNA_PFC_56",82756548,82756548,81066650,0.012766,1983939966,0.85976,0.168181,0.556326,0.307329,4.861061,11.629673,19301698,8054218
"PENN_RNA_PFC_58",83562575,83562575,81740263,0.016168,810229243,0.522217,0.38058,0.763179,0.540777,3.66045,5.985764,10744482,3695532
"PENN_RNA_PFC_59",61684677,61684677,60049693,0.012961,708973266,0.62192,0.26256,0.702464,0.37432,8.14364,7.717027,6917050,2635060
"PENN_RNA_PFC_5",82577743,82577743,79931062,0.015737,687841166,0.561519,0.303242,0.736848,0.427376,6.128718,6.387121,7785524,3371163
"PENN_RNA_PFC_61",79366297,79366297,77652507,0.014174,1003042203,0.435557,0.50394,1.047698,0.467637,4.53235,4.159546,6447966,2727607
"PENN_RNA_PFC_62",81935729,81935729,79745659,0.029064,107832399,0.627921,0.372127,0.748925,0.549199,5.321075,5.816915,6117819,2205138
"PENN_RNA_PFC_63",80341580,80341580,78129428,0.016552,963317692,0.43345,0.497744,0.868873,0.59266,5.555958,3.50412,4066162,2878757
"PENN_RNA_PFC_64",73987090,73987090,70391494,0.01467,825409357,0.478264,0.752859,0.735649,0.990648,15.114491,3.369854,9025813,6611702
"PENN_RNA_PFC_65",70832934,70832934,68205155,0.013664,931046316,0.395144,0.620143,0.886226,0.703227,15.5354,3.137259,7179355,5937927
"PENN_RNA_PFC_66",67993883,67993883,66178703,0.024581,172879374,0.453464,0.513026,0.860324,0.625497,4.864231,5.280856,2753408,966902
"PENN_RNA_PFC_67",75244828,75244828,73401810,0.016044,807914943,0.482127,0.504557,0.790818,0.629405,6.72368,4.631089,5156372,3226629
"PENN_RNA_PFC_68",81923289,81923289,78067730,0.015507,946231951,0.378566,0.646535,0.889349,0.714409,15.450615,2.879028,7910735,6253286
"PENN_RNA_PFC_69",53341904,53341904,51918946,0.024193,176175909,0.456403,0.439922,0.8387,0.55579,4.939779,6.538103,1224866,441147
"PENN_RNA_PFC_6",107174071,107174071,102116599,0.016309,1222699473,0.47536,0.469375,0.790089,0.620978,12.049841,3.867479,8801215,7319427
"PENN_RNA_PFC_70",101641324,101641324,98143461,0.014323,1063946050,0.639124,0.340444,0.709675,0.460718,5.229973,7.026683,7846759,3032236
"PENN_RNA_PFC_71",78179909,78179909,75443991,0.01313,1021144067,0.601745,0.395466,0.698683,0.644648,5.697157,1.235973,8714082,3304957
"PENN_RNA_PFC_73",63280506,63280506,59115407,0.010902,1131024725,0.401642,0.690084,0.853077,0.798301,21.663237,1.735845,5892386,4870218
"PENN_RNA_PFC_74",77902028,77902028,75974288,0.01625,648051828,0.452038,0.457003,0.864784,0.554442,5.686376,6.278199,3149253,1483891
"PENN_RNA_PFC_76",66522286,66522286,64784323,0.013642,665733489,0.47898,0.421659,0.778918,0.565915,4.681356,5.408109,4724818,1793491
"PENN_RNA_PFC_77",93754961,93754961,89087548,0.012654,1168806453,0.455176,0.601781,0.858836,0.715186,17.69858,3.821936,9715652,8230986
"PENN_RNA_PFC_78",93561711,93561711,90559826,0.015042,922592563,0.500499,0.385291,0.802483,0.463466,6.479732,6.116698,4990366,3523304
"PENN_RNA_PFC_79",71791091,71791091,69935831,0.01399,691484926,0.566873,0.30804,0.722927,0.43817,6.686048,7.358003,4946785,1842059
"PENN_RNA_PFC_7",107460609,107460609,103592696,0.017664,780577262,0.450723,0.443123,0.864899,0.517038,6.018858,5.839577,5706547,2874205
"PENN_RNA_PFC_80",53497258,53497258,51666624,0.014683,765482588,0.439255,0.479803,0.856647,0.535898,6.084796,3.928549,4119283,2191397
"PENN_RNA_PFC_81",57522312,57522312,56083726,0.014377,599145112,0.478346,0.394409,0.812359,0.481454,5.573172,6.174728,2576887,1136685
"PENN_RNA_PFC_83",61627334,61627334,59207226,0.017373,494160969,0.423742,0.520967,0.868447,0.608502,5.61994,4.54309,2972506,1991697
"PENN_RNA_PFC_85",56100334,56100334,54719219,0.015348,606313030,0.458465,0.377424,0.860588,0.428115,5.746004,6.266255,1714510,744493
"PENN_RNA_PFC_86",80368503,80368503,78085001,0.01727,803806163,0.462613,0.51868,0.764202,0.686493,5.027836,3.074395,4683430,2979194
"PENN_RNA_PFC_87",86754513,86754513,84175813,0.01598,987443760,0.407091,0.549854,0.867971,0.661251,6.00987,3.371891,5294061,2718661
"PENN_RNA_PFC_88",70818138,70818138,69009670,0.022922,196353723,0.441396,0.48172,0.90933,0.551706,4.552069,5.051481,2258062,819212
"PENN_RNA_PFC_8",101000265,101000265,96071480,0.01343,1343570177,0.390205,0.586166,0.859495,0.696918,16.449515,2.89563,9894550,8019809
"PENN_RNA_PFC_90",81389781,81389781,79082122,0.017838,705626275,0.469894,0.39369,0.789996,0.506471,4.39022,5.998434,3238687,1751331
"PENN_RNA_PFC_91",75679561,75679561,73100364,0.012558,1078159463,0.476961,0.484577,0.765066,0.656191,6.040272,3.004276,3527988,2322439
"PENN_RNA_PFC_92",80917313,80917313,78252839,0.01506,741226402,0.446856,0.404612,0.88536,0.472341,8.365314,5.569638,4959985,3006647
"PENN_RNA_PFC_94",60524676,60524676,57664582,0.014682,453816192,0.521625,0.273924,0.84987,0.328801,8.199807,6.044393,2629763,1820396
"PENN_RNA_PFC_95",77703259,77703259,75294037,0.014731,1134143588,0.444469,0.587105,0.927554,0.623444,9.733788,1.294272,5637404,3585048
"PENN_RNA_PFC_96",58238534,58238534,56503169,0.01409,844425045,0.493587,0.47216,0.771751,0.632428,5.49789,5.127966,3415693,1413936
"PENN_RNA_PFC_97",110262274,110262274,106221507,0.015187,1149282635,0.477641,0.444904,0.78388,0.564774,7.570328,2.262006,5476646,4105038
"PENN_RNA_PFC_98",77041754,77041754,75212853,0.015921,678002560,0.539701,0.375168,1.177849,0.303876,6.228293,4.841624,8596520,3457918
"PENN_RNA_PFC_99",90164676,90164676,87663332,0.012762,1182611962,0.582379,0.332968,0.729082,0.508436,5.668891,7.694255,14677066,5684473
"PENN_RNA_PFC_9",85717537,85717537,82169697,0.013039,1689447533,0.453386,0.537848,0.774794,0.732943,10.33483,2.224617,6106938,3759964
"PITT_RNA_BP_PFC_10003",89953867,89953867,86981340,0.015454,1364788176,0.369784,0.662874,0.929368,0.697324,15.931011,1.187658,7476282,5483362
"PITT_RNA_BP_PFC_10004",78513757,78513757,71179366,0.012227,1691925945,0.411044,0.706567,0.830694,0.837628,26.782293,1.767129,8854920,6952699
"PITT_RNA_BP_PFC_10006",88091079,88091079,85519930,0.015841,1426795140,0.444864,0.492866,0.824371,0.625782,4.636061,3.935335,4505805,2105643
"PITT_RNA_BP_PFC_10014",84721842,84721842,80093000,0.016708,1825608953,0.397287,0.752865,0.854504,0.879527,27.790335,0.269971,8037240,6543734
"PITT_RNA_BP_PFC_10019",76130730,76130730,72956547,0.01382,1488816755,0.408938,0.659041,0.818043,0.803835,12.84145,1.875147,6173506,3800958
"PITT_RNA_BP_PFC_1020",68767201,68767201,64935027,0.014246,946491097,0.38298,0.737408,0.925977,0.773224,26.719811,2.812618,10149525,8311688
"PITT_RNA_BP_PFC_1031",76401057,76401057,74541137,0.017773,960441254,0.377227,0.701694,0.873276,0.776122,8.551673,1.192294,4214706,2344587
"PITT_RNA_BP_PFC_1044",75430040,75430040,73558451,0.012556,1308394498,0.454401,0.496646,0.790145,0.649787,3.921165,2.251573,2683556,1126884
"PITT_RNA_BP_PFC_1047",58645334,58645334,56419607,0.015712,848407136,0.368194,0.762498,0.901961,0.805953,22.42731,1.751971,6691672,5513142
"PITT_RNA_BP_PFC_1048",68996901,68996901,66966697,0.018998,855216312,0.383772,0.62767,0.954572,0.67219,13.094964,2.19318,5652338,4195930
"PITT_RNA_BP_PFC_1069",74799786,74799786,72306419,0.014347,1195898301,0.360613,0.682356,0.93014,0.709699,22.09095,0.977099,8158301,6457813
"PITT_RNA_BP_PFC_1081",81200930,81200930,78398739,0.013014,1148238103,0.381684,0.62377,0.952401,0.619031,11.877961,2.40773,19089769,9711607
"PITT_RNA_BP_PFC_1086",57165071,57165071,55289093,0.014365,836992343,0.368847,0.632573,0.942983,0.643816,15.800612,1.997467,4851427,3687248
"PITT_RNA_BP_PFC_1092",81851399,81851399,78549923,0.015342,1253193323,0.359157,0.711227,0.910767,0.755293,18.057163,1.456093,7464214,5479599
"PITT_RNA_BP_PFC_1102",62576084,62576084,60374728,0.015831,910176091,0.375468,0.638417,0.944757,0.663721,17.391543,1.769372,5877147,4534111
"PITT_RNA_BP_PFC_1121",74190228,74190228,71794638,0.015512,1117827544,0.359727,0.679979,0.905638,0.721053,16.035803,1.208117,5675528,4340367
"PITT_RNA_BP_PFC_1130",64559750,64559750,62716633,0.019995,666385419,0.382974,0.644198,0.961479,0.678145,9.614549,2.502069,4421160,3152402
"PITT_RNA_BP_PFC_1153",72498465,72498465,69803445,0.015423,1065311561,0.363832,0.667105,0.921911,0.700692,18.645969,1.059123,6427190,4965805
"PITT_RNA_BP_PFC_1180",68431465,68431465,65803544,0.01584,862938584,0.390738,0.663357,0.933547,0.708338,16.448804,2.883153,7599254,5640049
"PITT_RNA_BP_PFC_1181",49210131,49210131,48081195,0.012544,994910786,0.446487,0.48297,0.779956,0.630896,3.732309,2.403193,1894131,769329
"PITT_RNA_BP_PFC_1196",62913198,62913198,60905016,0.014904,921595558,0.408715,0.561996,0.880417,0.664661,6.703478,3.290965,5175067,2773098
"PITT_RNA_BP_PFC_1207",57902684,57902684,52224581,0.012226,1119171290,0.408457,0.766475,0.81623,0.910678,32.985421,1.241043,6427459,5453820
"PITT_RNA_BP_PFC_1244",73238373,73238373,71249770,0.01621,802319848,0.382967,0.510878,0.956254,0.54632,6.684932,2.911146,3995430,2748123
"PITT_RNA_BP_PFC_1247",78744652,78744652,76755109,0.012127,1463333337,0.44998,0.491487,0.791121,0.639301,3.995307,2.505742,3225240,1419226
"PITT_RNA_BP_PFC_1282",56811071,56811071,55247177,0.019332,606670849,0.377401,0.650602,0.896322,0.709608,13.052324,0.882698,3715631,2529733
"PITT_RNA_BP_PFC_1293",64432502,64432502,61167610,0.013003,1374867285,0.410947,0.629929,0.835505,0.73198,15.035135,1.644799,6415419,3377253
"PITT_RNA_BP_PFC_1298",81796671,81796671,78548927,0.01754,1140716023,0.390461,0.67109,0.883788,0.751883,16.214628,1.744619,7043777,5494567
"PITT_RNA_BP_PFC_1324",73237053,73237053,70973117,0.018591,893300370,0.381463,0.71449,0.83941,0.829584,9.637873,1.073978,4248205,1959041
"PITT_RNA_BP_PFC_1328",69512071,69512071,66500837,0.014185,1108222793,0.409486,0.669718,0.859933,0.775417,16.14711,1.512408,6933221,5415911
"PITT_RNA_BP_PFC_1374",65226218,65226218,63149516,0.013488,1220981444,0.360522,0.683573,0.907191,0.745116,20.32403,0.595493,5556480,4306744
"PITT_RNA_BP_PFC_1391",69258042,69258042,64816140,0.014107,1375006559,0.413576,0.624625,0.83338,0.725705,17.20365,1.398545,5281721,3819971
"PITT_RNA_BP_PFC_1394",58551000,58551000,54680704,0.017375,1038463166,0.384878,0.798192,0.887107,0.88559,29.890491,0.77643,6066639,5224327
